Modelos,Metricas,Correlation
mixtral7b_05,BERTScore_F1,0.38388260744613434
mixtral22b_05,BERTScore_F1,0.31446668612484147
qwen72b_07,BERTScore_F1,0.28533258650015925
qwen72b_05,BERTScore_F1,0.2600850214831199
mixtral7b_03,BERTScore_F1,0.24210106317146415
qwen72b_03,BERTScore_F1,0.22281752229949325
llama8b_05,BERTScore_F1,0.1909787725994033
gpt4o_03,BERTScore_F1,0.13520419952251672
mixtral7b_07,BERTScore_F1,0.12417958682420477
gpt4o_05,BERTScore_F1,0.11742139286551338
llama405b_07,BERTScore_F1,0.0953434269901927
mixtral22b_07,BERTScore_F1,0.08227384577480866
llama405b_03,BERTScore_F1,0.07254660901492278
llama405b_05,BERTScore_F1,0.06307930110115294
sabia_05,BERTScore_F1,0.045005537650407226
gemma27b_05,BERTScore_F1,0.04275575471840403
gemma27b_07,BERTScore_F1,0.0310297655638141
gemma9b_05,BERTScore_F1,0.02406033505736655
sabia_03,BERTScore_F1,0.016480418117198175
mixtral22b_03,BERTScore_F1,0.015823307235567772
llama8b_07,BERTScore_F1,0.006222088444087834
gpt4o_07,BERTScore_F1,-0.002940884763745404
sabia_07,BERTScore_F1,-0.01460505538858181
command_r_plus_05,BERTScore_F1,-0.02269493054110247
gemma27b_03,BERTScore_F1,-0.025940074629827347
command_r_plus_08_2024_temp07,BERTScore_F1,-0.028206626089264036
gemma9b_03,BERTScore_F1,-0.043007195345802156
phi4_03,BERTScore_F1,-0.07710106432196635
gemma9b_07,BERTScore_F1,-0.08115219543785868
phi3_07,BERTScore_F1,-0.08200715140020956
phi4_05,BERTScore_F1,-0.10282840814676796
phi4_07,BERTScore_F1,-0.10283495352133792
command_r_plus_03,BERTScore_F1,-0.1339751707763944
phi3_05,BERTScore_F1,-0.15166798392852168
llama8b_03,BERTScore_F1,-0.1600145768667078
phi3_03,BERTScore_F1,-0.16082797838562052
qwen7b_07,BERTScore_F1,-0.25221191451926506
qwen7b_05,BERTScore_F1,-0.4317262398110934
qwen7b_03,BERTScore_F1,-0.44919417257551414
phi-4-temp05,BERTScore_F1,-0.49972065297297896
phi-4-temp07,BERTScore_F1,-0.6080579057640942
phi-4-temp03,BERTScore_F1,-0.6489570262236808
mixtral7b_05,BERTScore_Precision,0.41031834498946346
qwen72b_07,BERTScore_Precision,0.35600946186411503
mixtral22b_05,BERTScore_Precision,0.3311943647586576
mixtral7b_03,BERTScore_Precision,0.31119553390843374
qwen72b_05,BERTScore_Precision,0.3088257507989034
qwen72b_03,BERTScore_Precision,0.24266427070903016
llama8b_05,BERTScore_Precision,0.1696210577405535
gpt4o_03,BERTScore_Precision,0.15271979955344872
gemma27b_05,BERTScore_Precision,0.13054273372237798
gpt4o_05,BERTScore_Precision,0.1275540915281689
llama405b_07,BERTScore_Precision,0.12540424948031642
mixtral22b_07,BERTScore_Precision,0.12069731535912756
gemma27b_07,BERTScore_Precision,0.10070056426334491
gemma9b_05,BERTScore_Precision,0.09141292825826886
llama405b_05,BERTScore_Precision,0.07466615557284634
mixtral22b_03,BERTScore_Precision,0.07394023412001637
mixtral7b_07,BERTScore_Precision,0.06508370511034656
llama405b_03,BERTScore_Precision,0.06268090220762562
gemma27b_03,BERTScore_Precision,0.038843607564306125
llama8b_07,BERTScore_Precision,0.03855034215967432
sabia_05,BERTScore_Precision,0.029789389534095503
sabia_03,BERTScore_Precision,0.024140450408693212
gpt4o_07,BERTScore_Precision,0.02196564449919228
sabia_07,BERTScore_Precision,0.011642735454675387
gemma9b_03,BERTScore_Precision,-0.020981176610378283
gemma9b_07,BERTScore_Precision,-0.03469638430729969
phi4_03,BERTScore_Precision,-0.0657197580219933
command_r_plus_08_2024_temp07,BERTScore_Precision,-0.08389827649179966
phi4_07,BERTScore_Precision,-0.08971442235872558
phi4_05,BERTScore_Precision,-0.09339665920447676
command_r_plus_05,BERTScore_Precision,-0.10693912729180717
phi3_07,BERTScore_Precision,-0.1510641353819793
phi3_05,BERTScore_Precision,-0.18755982669924195
llama8b_03,BERTScore_Precision,-0.19098135307868366
command_r_plus_03,BERTScore_Precision,-0.20045327146033734
qwen7b_07,BERTScore_Precision,-0.20225830392717922
phi3_03,BERTScore_Precision,-0.22287565969647147
qwen7b_03,BERTScore_Precision,-0.43841801610773107
qwen7b_05,BERTScore_Precision,-0.44774773543952234
phi-4-temp05,BERTScore_Precision,-0.5899193503751192
phi-4-temp07,BERTScore_Precision,-0.6391966353301372
phi-4-temp03,BERTScore_Precision,-0.7453859227111732
mixtral7b_05,BERTScore_Recall,0.33475933919776346
mixtral22b_05,BERTScore_Recall,0.29196120390559716
qwen72b_07,BERTScore_Recall,0.20447282219992854
qwen72b_05,BERTScore_Recall,0.20206388132469696
llama8b_05,BERTScore_Recall,0.20089997551607422
qwen72b_03,BERTScore_Recall,0.19445434442919582
mixtral7b_07,BERTScore_Recall,0.17826365691494378
mixtral7b_03,BERTScore_Recall,0.15519735999725232
gpt4o_03,BERTScore_Recall,0.11143676033464373
gpt4o_05,BERTScore_Recall,0.10025616063055573
llama405b_03,BERTScore_Recall,0.0782342762888651
sabia_05,BERTScore_Recall,0.05649614063398119
command_r_plus_05,BERTScore_Recall,0.05640236564690786
llama405b_07,BERTScore_Recall,0.05607246625473209
llama405b_05,BERTScore_Recall,0.04705760826528215
mixtral22b_07,BERTScore_Recall,0.04319630261357829
command_r_plus_08_2024_temp07,BERTScore_Recall,0.026359263957252244
sabia_03,BERTScore_Recall,0.008711231980338395
phi3_07,BERTScore_Recall,-0.013606117442691332
gpt4o_07,BERTScore_Recall,-0.023518749552602882
llama8b_07,BERTScore_Recall,-0.031326580584730646
sabia_07,BERTScore_Recall,-0.03573025204941275
gemma9b_05,BERTScore_Recall,-0.036114857431062526
gemma27b_07,BERTScore_Recall,-0.036955023396549116
mixtral22b_03,BERTScore_Recall,-0.04059086988809675
gemma27b_05,BERTScore_Recall,-0.04494379820716955
gemma9b_03,BERTScore_Recall,-0.05958691957149164
command_r_plus_03,BERTScore_Recall,-0.06939280928707008
gemma27b_03,BERTScore_Recall,-0.0794842713614524
phi4_03,BERTScore_Recall,-0.07956661715396719
phi3_03,BERTScore_Recall,-0.09551474880799726
phi4_05,BERTScore_Recall,-0.1010146592831359
phi4_07,BERTScore_Recall,-0.10192254969266609
phi3_05,BERTScore_Recall,-0.10430344489650095
llama8b_03,BERTScore_Recall,-0.1086880719711205
gemma9b_07,BERTScore_Recall,-0.1175510624906648
qwen7b_07,BERTScore_Recall,-0.26815391474283234
phi-4-temp05,BERTScore_Recall,-0.309268887070463
qwen7b_05,BERTScore_Recall,-0.4072204209683872
qwen7b_03,BERTScore_Recall,-0.44813651198648413
phi-4-temp03,BERTScore_Recall,-0.46122178249606166
phi-4-temp07,BERTScore_Recall,-0.49798723118072513
mixtral7b_07,BLEU_score,0.3983223308164915
gpt4o_03,BLEU_score,0.3686263641502338
mixtral22b_03,BLEU_score,0.3392521111074095
mixtral22b_05,BLEU_score,0.3299420857465836
gpt4o_05,BLEU_score,0.32329723917748127
mixtral7b_03,BLEU_score,0.30674219750785386
gemma9b_03,BLEU_score,0.279458959602329
qwen72b_07,BLEU_score,0.2789899095924681
qwen72b_05,BLEU_score,0.2787766682047563
sabia_05,BLEU_score,0.26207080985372316
mixtral22b_07,BLEU_score,0.25866160242202896
gemma9b_05,BLEU_score,0.24239171409313845
gemma9b_07,BLEU_score,0.22039161081752176
qwen72b_03,BLEU_score,0.2075502904329067
gemma27b_03,BLEU_score,0.17424036613889704
llama405b_03,BLEU_score,0.1608551538906203
command_r_plus_05,BLEU_score,0.1527449225049535
mixtral7b_05,BLEU_score,0.14328450437345888
sabia_07,BLEU_score,0.1429872486209487
llama8b_07,BLEU_score,0.13969800854689104
gemma27b_05,BLEU_score,0.12739980490062228
phi4_07,BLEU_score,0.11662834742428015
gpt4o_07,BLEU_score,0.10676571831614959
sabia_03,BLEU_score,0.08621865136305412
llama405b_07,BLEU_score,0.08451530436633514
gemma27b_07,BLEU_score,0.053009197536978137
llama8b_03,BLEU_score,0.04826292278555778
llama405b_05,BLEU_score,0.02481513707438004
command_r_plus_03,BLEU_score,0.02378387350162759
llama8b_05,BLEU_score,0.015438733420008805
phi4_05,BLEU_score,0.01281812063124611
command_r_plus_08_2024_temp07,BLEU_score,-0.028253155260629777
phi4_03,BLEU_score,-0.035113403844173434
qwen7b_03,BLEU_score,-0.040521138106299884
phi3_07,BLEU_score,-0.08743708000758602
phi3_05,BLEU_score,-0.10670594937597654
qwen7b_07,BLEU_score,-0.1454914124590639
qwen7b_05,BLEU_score,-0.1673164337836977
phi3_03,BLEU_score,-0.20741490725705075
phi-4-temp03,BLEU_score,-0.4704669632345879
phi-4-temp05,BLEU_score,-0.6337307668967018
phi-4-temp07,BLEU_score,-0.6346878886379195
mixtral7b_03,CTC_factual,0.12869068186423344
mixtral7b_07,CTC_factual,0.10309859157458577
mixtral7b_05,CTC_factual,0.0975479863039447
qwen72b_07,CTC_factual,-0.08656041358977011
qwen72b_05,CTC_factual,-0.11904414905623262
qwen72b_03,CTC_factual,-0.15001383198722557
phi4_03,CTC_factual,-0.2338860564719987
llama8b_07,CTC_factual,-0.2864656849669394
phi4_05,CTC_factual,-0.2926570787898309
sabia_03,CTC_factual,-0.2951060501548231
phi3_03,CTC_factual,-0.30246317991375377
phi4_07,CTC_factual,-0.308204091337217
llama405b_03,CTC_factual,-0.31130927546944204
llama405b_07,CTC_factual,-0.3128389276716385
llama8b_05,CTC_factual,-0.3128941932871144
gpt4o_05,CTC_factual,-0.31518476436241033
command_r_plus_03,CTC_factual,-0.31573131187404363
gpt4o_07,CTC_factual,-0.31687468996329515
command_r_plus_08_2024_temp07,CTC_factual,-0.3201415428647596
llama8b_03,CTC_factual,-0.3264638122152667
gpt4o_03,CTC_factual,-0.32664918897273887
phi3_07,CTC_factual,-0.3294130174488949
command_r_plus_05,CTC_factual,-0.3304579194393648
sabia_07,CTC_factual,-0.33642524880872826
sabia_05,CTC_factual,-0.3473882040458931
llama405b_05,CTC_factual,-0.35435494913258675
mixtral22b_05,CTC_factual,-0.36370345483134775
mixtral22b_07,CTC_factual,-0.364384108313227
gemma9b_05,CTC_factual,-0.37121764253934925
gemma27b_05,CTC_factual,-0.37192811520775576
gemma9b_03,CTC_factual,-0.3761038038870348
gemma27b_07,CTC_factual,-0.37724990373715855
phi3_05,CTC_factual,-0.39268817187771043
qwen7b_05,CTC_factual,-0.39441250806652706
gemma9b_07,CTC_factual,-0.4001074301220203
qwen7b_03,CTC_factual,-0.40898477344885537
gemma27b_03,CTC_factual,-0.4109686578533873
qwen7b_07,CTC_factual,-0.4192298923438956
mixtral22b_03,CTC_factual,-0.43911192844392527
phi-4-temp03,CTC_factual,
phi-4-temp05,CTC_factual,
phi-4-temp07,CTC_factual,
mixtral7b_07,CTC_factual_ref,0.24215131392625433
qwen72b_05,CTC_factual_ref,0.23084822984082454
mixtral7b_03,CTC_factual_ref,0.22487586022948125
mixtral7b_05,CTC_factual_ref,0.22097658837510709
qwen72b_03,CTC_factual_ref,0.18857256436597714
qwen72b_07,CTC_factual_ref,0.10248232287475342
llama8b_05,CTC_factual_ref,-0.003520747435525123
gpt4o_05,CTC_factual_ref,-0.03494834144237916
mixtral22b_05,CTC_factual_ref,-0.11703882438499781
command_r_plus_08_2024_temp07,CTC_factual_ref,-0.12927906089887933
phi4_03,CTC_factual_ref,-0.1483345992780338
gpt4o_03,CTC_factual_ref,-0.1500658753997875
gpt4o_07,CTC_factual_ref,-0.15152603046458032
qwen7b_03,CTC_factual_ref,-0.15575729902233723
llama8b_07,CTC_factual_ref,-0.16202285737503921
llama405b_07,CTC_factual_ref,-0.16239472452719114
sabia_03,CTC_factual_ref,-0.16791448479744409
phi4_07,CTC_factual_ref,-0.17748811279777288
mixtral22b_03,CTC_factual_ref,-0.18696945662162906
phi4_05,CTC_factual_ref,-0.19321992066906607
llama405b_05,CTC_factual_ref,-0.208607220917225
sabia_05,CTC_factual_ref,-0.2235201381985421
llama8b_03,CTC_factual_ref,-0.2492637758553451
gemma27b_05,CTC_factual_ref,-0.27462272652847647
mixtral22b_07,CTC_factual_ref,-0.28329504212918866
sabia_07,CTC_factual_ref,-0.2910013916247497
gemma27b_07,CTC_factual_ref,-0.2922021464051178
llama405b_03,CTC_factual_ref,-0.30029760187696575
qwen7b_05,CTC_factual_ref,-0.3133698457262601
command_r_plus_03,CTC_factual_ref,-0.31934068018035694
gemma27b_03,CTC_factual_ref,-0.32287410624513907
phi3_07,CTC_factual_ref,-0.3436813317271177
phi3_03,CTC_factual_ref,-0.34510826233509795
command_r_plus_05,CTC_factual_ref,-0.3600969223301244
qwen7b_07,CTC_factual_ref,-0.366176127692133
gemma9b_03,CTC_factual_ref,-0.39172061456100915
gemma9b_07,CTC_factual_ref,-0.40086294828142577
gemma9b_05,CTC_factual_ref,-0.4333682382002088
phi3_05,CTC_factual_ref,-0.4478784762739297
phi-4-temp03,CTC_factual_ref,-0.8531535990614406
phi-4-temp07,CTC_factual_ref,-0.8802425636092953
phi-4-temp05,CTC_factual_ref,-0.8931986834023075
mixtral7b_03,CTC_groundness,0.13979969166710177
mixtral7b_07,CTC_groundness,0.1239793406465003
mixtral7b_05,CTC_groundness,0.10842714151009768
qwen72b_07,CTC_groundness,-0.061943795847407175
qwen72b_05,CTC_groundness,-0.14965120398564394
sabia_03,CTC_groundness,-0.16011163980687806
qwen72b_03,CTC_groundness,-0.16444510666590023
phi4_03,CTC_groundness,-0.18894668466150394
sabia_07,CTC_groundness,-0.18941995728824682
gpt4o_05,CTC_groundness,-0.19589788806352812
gpt4o_07,CTC_groundness,-0.20595584537843825
sabia_05,CTC_groundness,-0.21867196355457982
command_r_plus_08_2024_temp07,CTC_groundness,-0.23014122759215386
gpt4o_03,CTC_groundness,-0.2397882118308731
llama405b_07,CTC_groundness,-0.2517581949065881
llama405b_03,CTC_groundness,-0.25824335734164333
phi4_05,CTC_groundness,-0.2680115325893155
command_r_plus_03,CTC_groundness,-0.2686385235929511
llama405b_05,CTC_groundness,-0.271370160313544
gemma27b_05,CTC_groundness,-0.2753153175077264
gemma27b_07,CTC_groundness,-0.2835293693780431
phi4_07,CTC_groundness,-0.28556682724410354
command_r_plus_05,CTC_groundness,-0.286621241063998
llama8b_03,CTC_groundness,-0.3074715043857273
llama8b_07,CTC_groundness,-0.3084483415940919
mixtral22b_05,CTC_groundness,-0.3092006028592622
qwen7b_07,CTC_groundness,-0.3184217897060907
qwen7b_05,CTC_groundness,-0.31985203739979384
gemma27b_03,CTC_groundness,-0.32162595422899715
phi3_05,CTC_groundness,-0.32280346954941347
phi3_07,CTC_groundness,-0.3250909437531798
gemma9b_05,CTC_groundness,-0.3304048853536473
qwen7b_03,CTC_groundness,-0.3361263718272233
mixtral22b_07,CTC_groundness,-0.3383421383434688
phi3_03,CTC_groundness,-0.3385448296129369
llama8b_05,CTC_groundness,-0.3400411746798306
gemma9b_03,CTC_groundness,-0.36021018857043746
gemma9b_07,CTC_groundness,-0.3747049558826644
mixtral22b_03,CTC_groundness,-0.3774730386127176
phi-4-temp03,CTC_groundness,
phi-4-temp05,CTC_groundness,
phi-4-temp07,CTC_groundness,
gpt4o_05,CTC_groundness_ref,0.25612760916796334
mixtral7b_07,CTC_groundness_ref,0.2261469104211973
mixtral7b_03,CTC_groundness_ref,0.20981555585341302
sabia_03,CTC_groundness_ref,0.20285040181455108
mixtral7b_05,CTC_groundness_ref,0.20263119068162241
gpt4o_07,CTC_groundness_ref,0.17612853169784556
gpt4o_03,CTC_groundness_ref,0.1727596227900775
sabia_07,CTC_groundness_ref,0.1549010450347546
command_r_plus_08_2024_temp07,CTC_groundness_ref,0.15304760686525498
qwen72b_07,CTC_groundness_ref,0.15279757816766115
sabia_05,CTC_groundness_ref,0.11030014673702528
qwen72b_05,CTC_groundness_ref,0.09864132185747308
qwen72b_03,CTC_groundness_ref,0.09608449422890931
phi4_03,CTC_groundness_ref,0.08973697184865188
mixtral22b_05,CTC_groundness_ref,0.057211150201771276
gemma27b_05,CTC_groundness_ref,0.05562916234004207
gemma27b_07,CTC_groundness_ref,0.05072910953185062
qwen7b_07,CTC_groundness_ref,0.018453118625274458
qwen7b_03,CTC_groundness_ref,-0.025979531766792508
phi4_07,CTC_groundness_ref,-0.043334973436442784
qwen7b_05,CTC_groundness_ref,-0.04891322015756308
llama405b_07,CTC_groundness_ref,-0.050113569514581756
llama405b_05,CTC_groundness_ref,-0.05358913702913634
mixtral22b_03,CTC_groundness_ref,-0.09162304243377552
gemma27b_03,CTC_groundness_ref,-0.10435525586143748
phi4_05,CTC_groundness_ref,-0.12395186316946233
llama8b_05,CTC_groundness_ref,-0.14865515793736217
llama405b_03,CTC_groundness_ref,-0.16972180426212138
command_r_plus_05,CTC_groundness_ref,-0.17294962979778483
command_r_plus_03,CTC_groundness_ref,-0.177685568753369
llama8b_03,CTC_groundness_ref,-0.20855680545938016
gemma9b_05,CTC_groundness_ref,-0.24281169898093793
gemma9b_03,CTC_groundness_ref,-0.2601211140673581
mixtral22b_07,CTC_groundness_ref,-0.27141623605380966
llama8b_07,CTC_groundness_ref,-0.27799184486012435
phi3_07,CTC_groundness_ref,-0.3297462686924519
gemma9b_07,CTC_groundness_ref,-0.345535565634325
phi3_05,CTC_groundness_ref,-0.3580127648722617
phi3_03,CTC_groundness_ref,-0.44077422009912537
phi-4-temp07,CTC_groundness_ref,-0.8345213843423006
phi-4-temp03,CTC_groundness_ref,-0.8596035772531754
phi-4-temp05,CTC_groundness_ref,-0.8768335762135077
mixtral7b_07,rouge1,0.35631472968050404
mixtral22b_05,rouge1,0.31079688881905077
mixtral22b_03,rouge1,0.30251082945745067
mixtral7b_03,rouge1,0.2747192099789402
gpt4o_05,rouge1,0.257016689431259
mixtral7b_05,rouge1,0.23711275847634153
llama8b_05,rouge1,0.20335154207588824
qwen72b_05,rouge1,0.16900843525016887
mixtral22b_07,rouge1,0.13057976424540166
llama8b_07,rouge1,0.12635985255749013
qwen72b_07,rouge1,0.1258151361653638
gemma9b_05,rouge1,0.12118542822805221
gemma9b_03,rouge1,0.0842371032519121
sabia_05,rouge1,0.07191051956780735
qwen72b_03,rouge1,0.06847022289414258
llama405b_03,rouge1,0.04935993680714621
gemma9b_07,rouge1,0.02694169406518472
sabia_07,rouge1,0.022379606091466126
gpt4o_03,rouge1,0.004650148939258081
sabia_03,rouge1,0.004181880290989344
command_r_plus_05,rouge1,0.0013376988631565224
llama8b_03,rouge1,-0.013888819162213968
command_r_plus_03,rouge1,-0.020353558808303213
gemma27b_05,rouge1,-0.035725019744570215
command_r_plus_08_2024_temp07,rouge1,-0.06045814742222663
gpt4o_07,rouge1,-0.07100480927048794
gemma27b_07,rouge1,-0.10044118822212626
llama405b_05,rouge1,-0.12803124063313367
llama405b_07,rouge1,-0.12937572076634674
gemma27b_03,rouge1,-0.16874802006544745
phi4_03,rouge1,-0.1905952475257975
phi3_05,rouge1,-0.22185027191578913
phi4_05,rouge1,-0.22675325944268168
phi3_07,rouge1,-0.22815390459082596
phi3_03,rouge1,-0.2726829499244678
phi-4-temp03,rouge1,-0.28250158098475653
phi4_07,rouge1,-0.3145405959011353
qwen7b_03,rouge1,-0.34765947896046684
qwen7b_05,rouge1,-0.44517352648281644
qwen7b_07,rouge1,-0.4743609041611046
phi-4-temp05,rouge1,-0.5917243814420028
phi-4-temp07,rouge1,-0.6276592553672589
gpt4o_05,rouge2,0.36369503091991157
mixtral22b_05,rouge2,0.3433292105766557
mixtral7b_03,rouge2,0.28628601525901637
qwen72b_07,rouge2,0.28406308307190004
qwen72b_05,rouge2,0.26775784607163405
mixtral22b_03,rouge2,0.2518240669010599
mixtral7b_07,rouge2,0.24818915481399442
mixtral7b_05,rouge2,0.244664754625682
sabia_05,rouge2,0.24026456354694042
qwen72b_03,rouge2,0.20565173563205946
gpt4o_03,rouge2,0.1926220043545217
gpt4o_07,rouge2,0.18708556812334703
mixtral22b_07,rouge2,0.18638368111134798
llama8b_07,rouge2,0.1862207936539364
gemma9b_03,rouge2,0.16376439810094356
gemma9b_05,rouge2,0.16091765555127907
gemma27b_05,rouge2,0.1329905853954677
llama8b_05,rouge2,0.13081377869311747
phi3_07,rouge2,0.12977951323873269
llama405b_07,rouge2,0.12152057076031814
llama405b_05,rouge2,0.11035316028073343
sabia_03,rouge2,0.10274661199564708
command_r_plus_03,rouge2,0.10161119909897376
gemma27b_07,rouge2,0.09374347212649639
command_r_plus_05,rouge2,0.08311028169553893
sabia_07,rouge2,0.07919339582547892
phi-4-temp03,rouge2,0.07375055774426297
gemma9b_07,rouge2,0.06723090069911167
phi4_07,rouge2,0.06634970381956873
phi4_03,rouge2,0.06217113312206775
command_r_plus_08_2024_temp07,rouge2,0.059346930584886555
gemma27b_03,rouge2,0.045383261221657666
llama405b_03,rouge2,0.014437576157882118
phi3_05,rouge2,-0.0024720612144585596
phi4_05,rouge2,-0.009154288163160938
llama8b_03,rouge2,-0.04740974202127043
phi3_03,rouge2,-0.1118936702067148
qwen7b_05,rouge2,-0.11943029799502414
qwen7b_03,rouge2,-0.13688409554297984
qwen7b_07,rouge2,-0.1452696070149263
phi-4-temp07,rouge2,-0.2697771254515765
phi-4-temp05,rouge2,-0.34248611744644847
gemma9b_03,rougeL,0.36716622865581844
mixtral7b_07,rougeL,0.3232337515958122
gpt4o_05,rougeL,0.3152527908724837
gemma9b_07,rougeL,0.314755172449888
gemma9b_05,rougeL,0.2972757886931586
mixtral7b_03,rougeL,0.27309286235492813
mixtral22b_03,rougeL,0.2627654586539043
mixtral22b_05,rougeL,0.23447637028410473
qwen72b_05,rougeL,0.2295041868923468
phi-4-temp03,rougeL,0.22568097331403345
qwen72b_07,rougeL,0.21478945475671266
mixtral7b_05,rougeL,0.21392060612598673
llama8b_05,rougeL,0.17712077524150363
qwen72b_03,rougeL,0.17342985110238465
command_r_plus_05,rougeL,0.16022329699083346
sabia_05,rougeL,0.1552494605031593
gemma27b_05,rougeL,0.13220432497731102
gemma27b_07,rougeL,0.08982012425562909
llama405b_03,rougeL,0.07634605401686427
sabia_07,rougeL,0.0698283664456624
sabia_03,rougeL,0.04796918687766699
command_r_plus_08_2024_temp07,rougeL,0.044816289837760856
gpt4o_03,rougeL,0.027052416086281065
mixtral22b_07,rougeL,0.022438076301118597
command_r_plus_03,rougeL,0.0036348259640310208
llama8b_03,rougeL,0.0007168935885312676
llama8b_07,rougeL,-0.0030701226457232455
llama405b_07,rougeL,-0.003700362975906472
phi4_03,rougeL,-0.013142449831867773
gpt4o_07,rougeL,-0.028863441889050167
gemma27b_03,rougeL,-0.032771318403339605
llama405b_05,rougeL,-0.043654800085978204
phi4_07,rougeL,-0.06645453259375485
phi3_05,rougeL,-0.07008565208546316
qwen7b_05,rougeL,-0.07171227473118662
phi3_07,rougeL,-0.1041599770266999
phi4_05,rougeL,-0.14074819475544115
phi3_03,rougeL,-0.14734853827287028
qwen7b_03,rougeL,-0.16477260913227854
phi-4-temp05,rougeL,-0.1657666598501612
phi-4-temp07,rougeL,-0.17730806458845355
qwen7b_07,rougeL,-0.24198345283510025
phi-4-temp07,rougeLsum,0.5848740456646515
phi-4-temp05,rougeLsum,0.5430837259178866
mixtral22b_05,rougeLsum,0.3064030458101362
mixtral7b_07,rougeLsum,0.2844002855191589
llama8b_07,rougeLsum,0.283712286149932
qwen72b_05,rougeLsum,0.2746272465767162
mixtral7b_03,rougeLsum,0.2699679042890217
mixtral7b_05,rougeLsum,0.2681892218547895
mixtral22b_03,rougeLsum,0.24313532183558853
gpt4o_05,rougeLsum,0.22485639818958914
qwen72b_03,rougeLsum,0.2190675273237476
llama8b_05,rougeLsum,0.1976961408608659
mixtral22b_07,rougeLsum,0.18672005591616186
qwen72b_07,rougeLsum,0.18273318026284047
sabia_05,rougeLsum,0.16822471803107122
command_r_plus_03,rougeLsum,0.12621534515647118
gemma9b_05,rougeLsum,0.12545071055806215
sabia_07,rougeLsum,0.11748682415923736
phi-4-temp03,rougeLsum,0.11244106439010866
llama405b_07,rougeLsum,0.06795879055032936
gemma27b_05,rougeLsum,0.06755073657193403
llama8b_03,rougeLsum,0.06636120611652854
gemma9b_03,rougeLsum,0.06601780053840056
gpt4o_03,rougeLsum,0.06525285728312111
gemma9b_07,rougeLsum,0.05309993668165837
command_r_plus_05,rougeLsum,0.04852489129859359
gemma27b_07,rougeLsum,0.03373055326587292
sabia_03,rougeLsum,0.0283084804889842
command_r_plus_08_2024_temp07,rougeLsum,0.019180061381850723
phi3_07,rougeLsum,-0.03513389949008384
llama405b_03,rougeLsum,-0.039127784587851384
gpt4o_07,rougeLsum,-0.0601254524064081
phi4_07,rougeLsum,-0.06025232448423846
phi4_03,rougeLsum,-0.07728642745548446
phi4_05,rougeLsum,-0.0914630084754914
llama405b_05,rougeLsum,-0.11213137357101272
gemma27b_03,rougeLsum,-0.19271861177916208
phi3_05,rougeLsum,-0.20273008319455207
phi3_03,rougeLsum,-0.22686113253453544
qwen7b_03,rougeLsum,-0.2680243982958323
qwen7b_07,rougeLsum,-0.2687770536089854
qwen7b_05,rougeLsum,-0.37694374116565255
